region,dist_to_central_st,num_of_rooms,size,fee,final_price,initial_price,year_built
Stockholm,1068,2,31,2635,2670000,1995000,1940
Stockholm,1319,3,71,4455,2510000,1995000,1940
Solna,994,1,44.5,2225,2350000,1995000,1962
Stockholm,987,1,28,1560,2700000,2395000,1929
Stockholm,922,2.5,72,3893,5170000,4995000,1924
Stockholm,478,3,77,4533,4740000,4595000,1991
Sundbyberg,519,2,54.5,3480,3200000,2995000,2017
Stockholm,1777,2,43,2410,2650000,1995000,2014
Stockholm,1402,3,75,3312,3700000,2995000,1949
Stockholm,1830,2,64,5085,2235000,1595000,1949
Stockholm,1045,2,52,3575,3250000,2995000,1943
Stockholm,413,3,83,4305,8300000,6895000,1932
Stockholm,1063,2,46,2480,4150000,3995000,1929
Nacka,1437,4,100,4153,7495000,7495000,2009
Stockholm,1208,2,39,2735,3285000,2895000,1939
Stockholm,1130,2,35,2235,2830000,2195000,1940
Stockholm,1323,3,77.5,3794,5170000,4250000,2003
Solna,1002,2,38,2058,2730000,2395000,2016
Stockholm,386,1,22.5,1069,2350000,1950000,1950
Stockholm,1211,2,41,2610,3550000,3550000,2018
Stockholm,600,1,28,1379,2995000,2995000,1883
Stockholm,603,2,44,1820,4200000,3495000,1931
Stockholm,1345,4,91,4875,4250000,3795000,1956
Solna,1364,3.5,78,3492,4000000,3795000,1957
Stockholm,1346,2,53,3056,2560000,2295000,1947
Nacka,3801,4,135,6525,8450000,7950000,1907
Nacka,1691,3,79.5,3893,3400000,3495000,1907
Stockholm,595,2,53.5,3473,4200000,4150000,2015
Stockholm,916,3,60,4059,3920000,3495000,2015
Stockholm,798,2,55,3110,5000000,4595000,1919
Stockholm,501,2,44,985,4400000,3995000,1884
Stockholm,897,2,62.5,3388,4350000,4195000,2016
Stockholm,766,2,38,1552,3100000,2775000,1936
Stockholm,1660,3,83,4414,3150000,2850000,1966
Stockholm,425,3.5,71,3767,6000000,5475000,1931
Nacka,3075,3,66,2743,2950000,3200000,1960
Stockholm,724,4,76,4005,5400000,4995000,1960
Stockholm,1012,2,51,2929,4450000,4450000,1905
Stockholm,470,3,88,3257,7500000,7350000,1881
Stockholm,563,2,46,1890,4300000,3950000,1929
Stockholm,358,3,121,1089,12250000,11500000,1905
Stockholm,1274,3,82,4587,6050000,5695000,1905
Stockholm,895,2,51,2890,5200000,4950000,1884
Stockholm,635,4,85,420,10200000,9500000,1884
Stockholm,568,1,31,1543,3230000,2995000,1937
Stockholm,588,2,67,2953,7800000,6995000,1883
Stockholm,1686,3,72,4515,3640000,3500000,1954
Stockholm,733,1,36.5,1944,2850000,2695000,1954
Stockholm,788,3,87,3761,8310000,7495000,1927
Stockholm,961,3,64,3909,7750000,7295000,2018
Stockholm,828,2,60,2676,4495000,4495000,1924
Stockholm,535,1,33.5,1856,3285000,2695000,1933
Stockholm,552,3,90,2673,6700000,5950000,1971
Stockholm,422,3,84,3869,7550000,7495000,1932
Sollentuna,1432,2,76,4290,2850000,2495000,2009
Stockholm,1365,2,55,3510,2375000,1950000,1952
Stockholm,969,2,51,4031,3510000,2995000,1952
Stockholm,571,3,80,4473,8950000,6950000,1898
Stockholm,810,2,48,1758,4550000,4475000,1910
Stockholm,1205,1.5,37,2116,2715000,2195000,2012
Solna,1734,2,47,2857,2820000,2395000,2013
Sundbyberg,371,1,41,2898,2410000,1995000,1944
Sollentuna,2523,4,97.8,7502,1950000,1995000,1989
Sundbyberg,1195,3,77,4349,2285000,1995000,1988
Stockholm,1935,1,31,1632,1950000,1790000,1952
Solna,410,2,59,3263,3610000,2995000,1944
Stockholm,704,3,69,2602,6300000,5495000,1904
Sundbyberg,1787,2,52.2,3195,2450000,2195000,2013
Stockholm,1346,5,109,5831,5630000,5395000,2016
Stockholm,1789,3,73,4572,2120000,1975000,1958
Stockholm,828,2.5,62,2279,5125000,4495000,1924
Stockholm,2585,2,53,3247,2150000,1995000,2002
Stockholm,768,1,36,2372,2810000,2900000,1934
Stockholm,1415,3,81,4596,4950000,4295000,2017
Sollentuna,1277,3,87.3,3974,2490000,1995000,1967
Sundbyberg,1711,4,81,4025,3200000,2995000,2012
Sundbyberg,1176,3,76,4768,3400000,2795000,2012
Stockholm,1041,1.5,34.5,2291,2520000,1995000,1939
Stockholm,634,3,85,2815,8050000,7850000,1939
Stockholm,1135,2,42.5,1803,3240000,2850000,1965
Stockholm,1213,2,70,3784,4500000,3995000,2010
Stockholm,1173,2.5,58,3631,3820000,3095000,1949
Stockholm,1899,2,40,2333,1730000,1750000,2018
Stockholm,1357,3,68,2859,3625000,3095000,2012
Stockholm,1203,3,71,4421,2800000,2800000,1949
Nacka,1471,2,59.5,2989,2780000,2595000,1951
Stockholm,1388,2,57,3223,2850000,2295000,1954
Nacka,1665,3,89.5,5946,4995000,4995000,1989
Stockholm,823,1,33,2382,2810000,2495000,1937
Stockholm,773,3,76,1553,7500000,5995000,1930
Solna,918,5,116.5,6996,7700000,6250000,2006
Stockholm,1900,6,103,3929,6710000,5950000,1937
Solna,1105,2,53,2852,2690000,2295000,1959
Solna,835,2,68,2645,3275000,2750000,1950
Stockholm,716,2,68,2942,6000000,5395000,1924
Stockholm,593,2,53,1361,4700000,4195000,1912
Solna,1609,3,79,4443,3915000,3650000,2017
Sundbyberg,1174,1,35,1935,2800000,2800000,2017
Solna,904,3,89,4786,7200000,5695000,2009
Stockholm,1434,4,80,3630,3940000,2995000,1957
Sollentuna,2378,4,103,5668,4000000,3695000,1991
Stockholm,1337,1.5,45,2168,3000000,2495000,1929
Stockholm,653,3,67,3084,5670000,4995000,1929
Stockholm,921,3,75,3198,6200000,5395000,1987
Stockholm,788,3,106,3598,8820000,7950000,1927
Solna,1256,2,50,2792,3450000,3500000,2019
Stockholm,928,2,61,2340,5550000,5175000,1906
Stockholm,1298,2,56.5,3324,2700000,2095000,1955
Stockholm,1189,2,45,3190,2710000,2295000,1940
Stockholm,1510,4,94,6447,2050000,1995000,1969
Solna,875,4,89,4397,3650000,2995000,1973
Stockholm,720,1.5,39,1665,6115000,3995000,1883
Stockholm,892,2,59,3798,3425000,2695000,1944
Sundbyberg,359,4,84,3045,4140000,3395000,1961
Stockholm,1375,1,36,1950,3210000,2695000,2016
Stockholm,352,2,56,1923,5250000,4650000,1984
Stockholm,1105,2,45,2925,3080000,2595000,1947
Stockholm,906,2,45,2453,3600000,3195000,1947
Stockholm,1272,1,35,2193,2395000,2395000,2019
Stockholm,1690,2.5,57,3082,2450000,2095000,1950
Stockholm,592,3,63,2987,6570000,5975000,1900
Stockholm,1275,5,107,6193,6910000,5500000,1900
Stockholm,629,2,59,3233,5900000,4995000,1904
Stockholm,1484,1,19,1574,1700000,1475000,1953
Stockholm,1281,2,65,2754,2720000,2350000,1970
Stockholm,398,4,107,4086,9100000,9495000,1951
Stockholm,484,2.5,71,2872,5900000,5195000,1926
Stockholm,360,2,46,3065,4920000,3900000,1926
Stockholm,1530,3,81,2438,4800000,4495000,1981
Stockholm,1148,3,74,3608,4900000,3995000,1949
Stockholm,961,1,32,1741,2650000,2295000,1911
Solna,1506,4,87,5156,4900000,4900000,2008
Stockholm,1964,2,58,3470,2100000,1695000,1953
Solna,1094,2,73,4032,3840000,3595000,1910
Sollentuna,2315,3,70,3647,2000000,1895000,1964
Stockholm,814,4,93,1826,9900000,8750000,1972
Stockholm,1857,2,57,2772,2950000,2395000,1950
Solna,636,4,94,5022,5540000,4895000,2015
Stockholm,380,3,96.1,2863,8500000,8595000,1888
Stockholm,1337,3,91.5,4765,4950000,4850000,2005
Solna,1516,3,79,4692,4050000,3795000,2007
Stockholm,1308,3,77,4274,5275000,5295000,2019
Sundbyberg,1363,2,48,2404,2400000,2395000,1985
Stockholm,967,3,87,3682,5200000,4695000,2004
Stockholm,1896,4.5,124,6641,3000000,2395000,2004
Stockholm,793,2,54,3078,4300000,3995000,1919
Stockholm,1056,2,42,2609,2760000,2390000,1942
Stockholm,929,2,46,2426,2900000,2575000,1944
Stockholm,658,2.5,64,2836,7400000,7900000,1914
Stockholm,881,2,66,2918,5450000,5095000,1898
Sollentuna,2375,2.5,73,4073,2695000,2695000,2009
Stockholm,2252,4.5,101,5576,3300000,3095000,1992
Stockholm,364,1,28.5,2220,2875000,2495000,1935
Stockholm,883,1,29,1712,2820000,2450000,1933
Stockholm,1047,2,51,2922,3425000,2975000,1943
Stockholm,682,2,43,2115,4050000,3495000,1901
Solna,1097,3,68,3959,5100000,4495000,1901
Stockholm,1813,4,109.5,6501,6850000,6495000,1910
Stockholm,668,1,27,1529,2950000,2495000,1929
Stockholm,1475,1,28.5,1721,2000000,1695000,1929
Stockholm,573,2.5,61,2742,5250000,4775000,1929
Stockholm,1675,5,152,7600,10800000,11500000,1929
Stockholm,541,3.5,95,4116,7800000,7595000,1929
Stockholm,570,2,47,1112,4500000,3995000,1930
Stockholm,1510,2,53,3211,3050000,3195000,1930
Stockholm,579,1,35,1893,3510000,2975000,1909
Stockholm,1080,3,71.5,4311,4900000,4275000,2005
Stockholm,763,2.5,64,2727,6400000,5750000,1928
Stockholm,640,2,64,4324,4750000,4295000,1925
Solna,1350,3,72,3540,5100000,5100000,1912
Nacka,1549,2,53,2903,2750000,2750000,1953
Stockholm,664,4,103,5158,9675000,8750000,1903
Solna,1065,3,67.5,2734,3120000,2695000,1971
Stockholm,1659,2,42,3388,2275000,2275000,1940
Stockholm,1167,3,78,3512,3800000,3495000,1945
Stockholm,499,2,57,3208,5725000,4650000,1881
Stockholm,365,2,31,2364,3560000,2795000,1906
Stockholm,1404,3,80,5424,2200000,1895000,1984
Stockholm,551,1,53,3313,3090000,2850000,2019
Stockholm,1375,2,48,2810,4375000,4195000,2016
Sundbyberg,1254,3,75,3776,5210000,4390000,1998
Solna,865,2,54.5,3133,3800000,3350000,1944
Sundbyberg,1143,3,71.5,4096,3830000,3495000,1995
Stockholm,799,3,69,4346,5450000,4995000,1941
Stockholm,1208,3,71,3893,4850000,4250000,1935
Stockholm,561,1,42,2168,4200000,4200000,1600
Stockholm,790,1,34,1695,3150000,2695000,1962
Stockholm,1409,4,91,5914,2550000,1995000,1974
Stockholm,497,1.5,36,1645,3400000,2850000,1971
Stockholm,1263,4,100,5988,3200000,3195000,1977
Stockholm,960,1,33,1983,2700000,2595000,1939
Stockholm,740,2,51.5,2539,3870000,3495000,2005
Sundbyberg,1193,2,43,2209,3050000,2495000,2015
Stockholm,1067,2,41,2369,3995000,3995000,2019
Stockholm,1308,1,31,2172,2175000,1995000,2018
Stockholm,1308,1,34,2103,2250000,2250000,2018
Solna,1476,3,69,4399,4020000,3695000,2019
Stockholm,1711,2,43,2509,2650000,1995000,1945
Stockholm,237,3,66,3531,6050000,5875000,1980
Solna,1406,5,103,5528,4420000,4420000,1959
Solna,1125,4,99,4459,4800000,4395000,2008
Stockholm,1532,6,118,7278,3300000,2995000,1979
Stockholm,573,2,43,2185,4325000,3850000,1926
Stockholm,1324,2,45,3123,2500000,2395000,1926
Stockholm,565,2,45,2655,4400000,3595000,1884
Solna,933,3,69.5,4220,4550000,3495000,1953
Stockholm,809,4,127,4543,13550000,11500000,1911
Solna,929,1,17,1324,1800000,1495000,1952
Solna,677,1,19,910,2150000,1695000,1951
Stockholm,1706,3,79.3,4263,3150000,2495000,1995
Stockholm,1572,2,56,3525,2990000,2495000,2004
Stockholm,1043,2.5,62,3333,4200000,3695000,1946
Solna,770,2,69,3594,3400000,2795000,2011
Stockholm,983,2,54,2260,5275000,4850000,2011
Stockholm,1221,3,83,4944,2375000,1995000,1968
Stockholm,1361,2,45,3123,1800000,1750000,1978
Stockholm,849,2,56,2985,4300000,4075000,1953
Stockholm,1477,2,52,2200,3025000,2495000,1944
Solna,1775,2,53.5,3018,2875000,2595000,2017
Stockholm,1281,1,30,2072,2550000,2095000,2012
Stockholm,328,1,29,1266,2950000,2600000,1932
Stockholm,1533,2,50,3096,2400000,1995000,1918
Stockholm,1964,2,59,3224,2470000,2195000,1952
Stockholm,870,2.5,49,2506,3425000,2995000,1931
Stockholm,722,2,34,2094,3200000,3300000,1938
Stockholm,661,2,44,1384,4475000,4475000,1994
Stockholm,1380,2,54,2877,2650000,2700000,1945
Stockholm,1639,2,39,2701,1315000,1295000,1975
Sundbyberg,1269,2,54.5,3160,3080000,2595000,1995
Stockholm,675,2,50,2011,3950000,4050000,1936
Stockholm,777,2,40,1676,4450000,4295000,1923
Stockholm,658,2,37,2071,3640000,2995000,1913
Stockholm,911,3,71,3912,5260000,5150000,2007
Stockholm,635,1,25,1635,2650000,2195000,1934
Stockholm,923,3,88,4958,6400000,5975000,1934
Stockholm,1436,4,87,4819,4100000,3550000,1956
Stockholm,761,1,23,1376,3000000,2695000,1936
Stockholm,1862,3,66,3440,2050000,1995000,1958
Stockholm,798,2,32,945,3520000,2995000,1906
Stockholm,658,3,68,2975,5900000,5495000,1906
Stockholm,825,2,55,3382,5000000,4395000,1930
Stockholm,643,3,62,2388,6925000,5895000,1927
Stockholm,792,5,145,3736,14900000,14995000,1927
Stockholm,1089,1,31,1808,3150000,2795000,1913
Stockholm,1311,1,29,1501,1970000,1595000,1913
Stockholm,680,2,50,1751,5825000,4750000,1905
Stockholm,1321,2,65.5,5493,1750000,1750000,1905
Stockholm,830,4,123,2422,13300000,10750000,1940
Stockholm,677,3,69,3409,7450000,6900000,1885
Stockholm,1981,2,56,3524,1900000,1695000,1964
Stockholm,1299,1.5,38.5,1833,2275000,2275000,1950
Stockholm,938,4,89,5659,5610000,4995000,2007
Solna,1308,3,72,1890,4000000,3795000,1957
Stockholm,1489,2,61,3523,3600000,3795000,1957
Stockholm,837,2,42,2576,3400000,3250000,1930
Stockholm,1295,3,67.5,4465,2700000,2590000,2005
Stockholm,1067,2,41,1877,4200000,3475000,1935
Stockholm,371,2,34,2334,3115000,3100000,1896
Sundbyberg,1086,1,47,3269,3000000,2995000,1936
Stockholm,472,2,58,3265,5700000,4750000,1881
Stockholm,923,4,97,3864,6850000,6950000,2010
Stockholm,1417,1,29,1763,2100000,1495000,1955
Sundbyberg,898,2,32,1017,2825000,2490000,1912
Stockholm,626,2,51,2684,5100000,4495000,1909
Stockholm,1293,4.5,110,6769,3650000,2995000,1909
Solna,1133,2,43,2030,2775000,2775000,1985
Sollentuna,1353,3,81.1,3891,2750000,2295000,1968
Sundbyberg,1689,2,54,2926,2470000,2375000,2012
Stockholm,667,2,78,2500,8100000,6995000,1918
Nacka,1374,3,81,4874,3200000,2895000,1971
Stockholm,615,3,85,3627,8900000,7250000,1904
Nacka,2108,1,39,2621,1800000,1777000,1955
Stockholm,368,1.5,31.5,2118,2910000,2695000,1990
Solna,1347,3,90,3725,4600000,3795000,1990
Stockholm,732,2.5,52,2587,3600000,3295000,1974
Stockholm,1230,3.5,82.5,5321,4800000,4195000,2003
Stockholm,486,2,68,2425,4600000,4750000,1969
Stockholm,851,4,80,4858,6720000,5650000,1929
Solna,887,3,66,2793,3525000,3600000,1929
Stockholm,737,3,75,2696,7025000,7200000,1925
Stockholm,2172,3,66.5,4029,2300000,1995000,1991
Stockholm,1326,3,70,4045,3625000,3650000,2008
Stockholm,752,2,57,1626,6275000,5495000,1886
Stockholm,1061,2,52,3506,3770000,3295000,2008
Stockholm,719,2,77,3009,6500000,5775000,1897
Stockholm,925,1,33,1777,2990000,2990000,1897
Stockholm,698,2,65,2231,6100000,5995000,1904
Stockholm,781,4,88,5137,4800000,3695000,1904
Nacka,1653,3,81,4214,3195000,2995000,1904
Stockholm,551,3,86,4629,6795000,6795000,2019
Stockholm,1285,4,79,4488,4750000,4750000,1938
Stockholm,949,3,67,4415,4110000,3650000,2006
Nacka,1954,3,93,5565,2120000,1995000,2006
Sundbyberg,1561,3,79.5,4180,4100000,3595000,2014
Nacka,1671,3,69,5502,2810000,2495000,2014
Sundbyberg,1488,1,40,2202,2280000,1995000,1934
Stockholm,1385,2,61,2731,2735000,2695000,1998
Nacka,1287,4,96,4464,3330000,3295000,1962
Stockholm,746,2,39,2939,3300000,2895000,1939
Stockholm,772,3,62,3215,3700000,3450000,1945
Stockholm,2443,3,69.5,4373,2675000,2675000,2013
Stockholm,1737,3,71,3935,4200000,3325000,1918
Stockholm,1063,2,49.5,2677,3650000,3095000,2003
Stockholm,697,2,59,4092,4850000,4650000,1931
Stockholm,566,3,77,3545,7000000,7000000,1981
Stockholm,458,2.5,75,4024,5805000,5475000,1927
Stockholm,800,1,29,1616,2955000,2995000,1924
Stockholm,1685,2,42,3380,2300000,2300000,1924
Stockholm,907,2,40,2896,3610000,3395000,1924
Solna,989,3,71,4486,3595000,3595000,2008
Stockholm,796,3,75.5,3540,5300000,4995000,1980
Sundbyberg,465,2,41.5,2602,2800000,2495000,2012
Stockholm,1504,3,59.5,4060,3075000,3150000,1954
Stockholm,1308,1,34,2103,2200000,1995000,2018
Stockholm,1632,2,57,3148,2470000,1995000,1953
Sollentuna,2352,3,66,3525,2030000,1895000,1964
Sundbyberg,465,1.5,34,2485,2675000,2750000,2012
Stockholm,407,2,36,1996,3175000,2995000,1938
Stockholm,1409,3,70,3975,3575000,2950000,1952
Solna,1105,3,66.5,3561,3300000,3300000,1952
Stockholm,1852,5,136,6533,6150000,5650000,2013
Stockholm,2324,1,33,1994,1650000,1650000,2018
Stockholm,917,2,60,3046,5565000,4995000,1908
Stockholm,1353,2,44,2897,2175000,2095000,1908
Solna,666,3,81,4458,4100000,4100000,2015
Stockholm,646,2,45.5,2277,3900000,3495000,1930
Stockholm,458,3,75,4024,5805000,5475000,1927
Solna,1112,3,77,3568,3875000,3995000,1954
Stockholm,1639,2.5,58,3109,3200000,2995000,1992
Solna,1305,3,86,4354,5200000,5300000,1911
Stockholm,680,1.5,39,1297,3925000,3295000,1904
Stockholm,1147,3,75,3839,4300000,4400000,1927
Stockholm,646,2,65,3245,4600000,4495000,1926
Stockholm,955,3,53,2903,3100000,2595000,1943
Sundbyberg,293,4,107.5,4641,5610000,4995000,1958
Stockholm,465,1,29,1686,3200000,2995000,1971
Sollentuna,268,1,29,1874,1450000,1495000,1962
Stockholm,796,4,104,4483,7695000,7695000,1992
Stockholm,1763,1.5,54,2731,2200000,1995000,1992
Stockholm,1930,2,62,4789,1800000,1695000,1965
Stockholm,648,2,70,2749,6750000,6750000,1965
Stockholm,469,5,94,4863,8810000,7750000,1933
Sundbyberg,1036,2,53,2750,3275000,2695000,1996
Stockholm,891,2.5,49,2659,3810000,3495000,1939
Nacka,1637,3,82,3757,4600000,4600000,2019
Stockholm,981,1,24,1260,2725000,2495000,1939
Stockholm,1038,2,58,2294,3120000,2695000,1939
Stockholm,878,3,85,3533,6110000,5150000,1967
Stockholm,549,2.5,71,2019,7350000,6495000,1929
Stockholm,1551,2,39,2672,2180000,1795000,1929
Stockholm,1245,2,44.5,3033,2700000,2095000,1945
Stockholm,1945,2,47,3141,2195000,2195000,2012
Stockholm,1128,2,64,2931,2750000,2495000,1979
Stockholm,2612,2,59.5,2871,2055000,1995000,2019
Stockholm,804,3,77.5,3562,7400000,6550000,1963
Nacka,2120,3,74,4165,2650000,2495000,1963
Stockholm,532,2,42,1046,3900000,3495000,1914
Stockholm,1303,4,101,5377,6200000,5495000,2015
Stockholm,1343,2,55,4017,1900000,1595000,2015
Stockholm,631,2,60,2088,5225000,4975000,1904
Solna,1245,1.5,34,2624,2670000,2295000,2017
Stockholm,2231,4,84,5259,4100000,4195000,2005
Stockholm,1379,2,44,2961,3300000,2995000,1936
Stockholm,1505,4,94,6447,2100000,1850000,1969
Sollentuna,2106,2,69,4415,1900000,1850000,1973
Sollentuna,1698,4,76,5028,3600000,3600000,2005
Stockholm,1279,2,58,3149,3125000,2695000,1946
Solna,926,2,60.5,2582,3220000,2995000,1971
Solna,984,3,81,4729,4340000,3995000,1971
Solna,1159,2,55,3015,3700000,3795000,2019
Stockholm,1840,1.5,49,2700,1750000,1595000,1963
Stockholm,1453,3,59,3086,2910000,2450000,1949
Stockholm,716,2,34,2118,3250000,2850000,1939
Stockholm,931,2,56,2198,5850000,5750000,1913
Stockholm,409,4,103,4347,9800000,8750000,1906
Stockholm,682,3,99,4616,9400000,8350000,1912
Stockholm,717,1,40.5,1700,3730000,2995000,1924
Sollentuna,1985,3,81,5004,3050000,2995000,1985
Stockholm,1464,3,81,4902,2480000,2295000,1976
Solna,1109,2,50,2792,3200000,3200000,2019
Stockholm,1910,2,62,4430,1600000,1600000,1968
Sollentuna,2015,2,67.5,4167,3150000,3150000,1985
Stockholm,1221,3,73,4093,4620000,4195000,2011
Stockholm,1820,3,67,3386,2200000,1750000,1960
Stockholm,1456,2,40,2416,3200000,3200000,1944
Stockholm,1082,2,44,2853,3370000,3395000,1943
Stockholm,1325,4,101.5,5784,3750000,2995000,1943
Stockholm,1263,2,52,3075,3080000,2795000,1947
Stockholm,804,1,23,1537,2700000,2195000,1938
Stockholm,674,2,57,2943,4800000,3995000,1938
Stockholm,1368,2,45,2817,2535000,2145000,2017
Stockholm,516,3,108,3893,8725000,7995000,1923
Stockholm,1924,3.5,69,3831,3100000,2790000,1952
Stockholm,627,2.5,66,2575,6800000,6495000,1906
Solna,1401,4,106,5604,5470000,4950000,2006
Stockholm,572,2,50,937,5320000,4795000,1618
Solna,1034,1.5,42,1772,2900000,2695000,1911
Stockholm,1651,4,97,5235,5400000,4995000,2009
Stockholm,585,3,66,1458,6470000,5795000,1927
Stockholm,574,1,19,2183,2150000,1795000,1939
Stockholm,1181,4,78,3649,6000000,4995000,2005
Stockholm,911,2,59.5,3376,4410000,3995000,2006
Solna,754,4,101.5,4172,5350000,4195000,1959
Solna,1922,3,86,4153,4700000,4195000,1986
Stockholm,1222,3,81.2,3923,5300000,4495000,1969
Stockholm,904,1,34,1825,3375000,2750000,1904
Stockholm,607,1,29,1664,3250000,3250000,1928
Stockholm,1937,2,60,3495,2370000,2095000,1953
Solna,1865,1,27.5,1866,2300000,1795000,1948
Stockholm,601,2,50,2523,5360000,4750000,1905
Stockholm,1684,1,30,2232,1900000,1495000,1953
Stockholm,1356,2,66,3744,2950000,2395000,1952
Stockholm,1613,2,62,3324,2350000,2150000,1950
Stockholm,659,4.5,94,4174,6175000,5975000,1968
Stockholm,1582,3,70,2677,5075000,4395000,1938
Stockholm,978,2,47,3303,2850000,2295000,1936
Stockholm,910,2,38,2112,3300000,2895000,1933
Stockholm,1615,2,51,1086,3350000,2895000,1934
Stockholm,1143,3,73,3863,4020000,3475000,1946
Solna,1161,2,61,3041,3100000,2595000,1958
Stockholm,559,2,46,2062,3850000,3600000,1958
Stockholm,611,1.5,30,1610,2800000,2495000,1930
Stockholm,705,3,72,3017,6750000,5895000,1911
Stockholm,845,1,35,2201,2500000,2295000,1939
Stockholm,1147,2,57,3544,3000000,2475000,1947
Stockholm,1232,2,49,2438,3650000,3450000,1935
Stockholm,1730,1,36,1905,2100000,1750000,2018
Stockholm,1526,2,68,4788,2275000,1895000,1989
Stockholm,769,4,98,3780,7700000,7750000,1934
Stockholm,2335,2,42,3035,1925000,1795000,2010
Nacka,1902,1,28,1553,1800000,1695000,1950
Stockholm,1086,3,85,4728,5025000,4295000,1993
Stockholm,878,2,64,2660,4700000,3895000,1967
Stockholm,1431,2,44.5,2758,2740000,2350000,1943
Stockholm,1394,2,55,2727,3200000,2695000,1945
Stockholm,1833,3,69,4267,3725000,3475000,2014
Solna,865,2,72,3117,3325000,2995000,1971
Stockholm,1896,2,60,3573,2200000,1995000,1952
Stockholm,1721,2,59,3263,2900000,2595000,2014
Stockholm,442,5,201,8268,22400000,23000000,1906
Solna,1763,1,25,1588,2350000,1990000,1948
Stockholm,709,3,73,4857,6200000,5495000,1997
Stockholm,1123,4,102,5601,8500000,7750000,2013
Stockholm,570,2,54,3967,4850000,4950000,1623
Stockholm,369,2,71,2077,6250000,6495000,1897
Stockholm,907,2,40,1431,3725000,2995000,1897
Nacka,1474,2.5,107,5558,5950000,5950000,1995
Stockholm,1461,2,56,3870,2370000,1995000,1995
Stockholm,479,4,77,5541,7000000,6750000,1856
Stockholm,1408,2,51,3399,2680000,2680000,1929
Stockholm,617,3,79,4213,8800000,8500000,1928
Nacka,1721,3,83.5,4666,3800000,3495000,1928
Stockholm,2007,3,84,5259,4850000,4995000,2005
Stockholm,1184,3,91,4761,6400000,5895000,2009
Stockholm,649,3.5,115,3896,13500000,13900000,1888
Nacka,1864,3,81,4908,2775000,2500000,1962
Stockholm,318,1,27,1681,3345000,2695000,1943
Solna,1554,2,64,4037,2800000,2800000,1973
Stockholm,942,3,80,3425,7350000,7495000,1965
Stockholm,1387,2,57,3355,2975000,2975000,1950
Sundbyberg,2378,4,107,5303,5050000,4995000,2018
Nacka,1548,6,132.5,8840,2975000,2975000,1987
Stockholm,1361,3,77,4892,2285000,2195000,1978
Stockholm,1708,3,69.5,4765,2290000,2290000,1959
Stockholm,1148,4,82,4905,4925000,4195000,2010
Nacka,1253,3,77,4166,4000000,3995000,2009
Stockholm,557,3,77,3545,6520000,5850000,1979
Stockholm,798,1,26,1751,3000000,2495000,1929
Stockholm,832,1,36.8,1414,3010000,2775000,1973
Stockholm,1362,2,44.5,2905,2425000,2095000,1943
Stockholm,2246,3,70,3647,3150000,2395000,1954
Stockholm,1428,1,33,2103,2200000,1995000,2018
Stockholm,1131,1.5,43.5,2422,3000000,2895000,2017
Stockholm,436,2.5,51,2360,4500000,3950000,1935
Stockholm,1241,3,80,4585,2800000,2800000,1935
Stockholm,1672,2,56,3468,1750000,1750000,1980
Stockholm,1448,1,25,1242,2170000,1695000,1959
Solna,674,2,45,2841,2790000,1995000,2003
Stockholm,1149,3,76,3717,4330000,3795000,1948
Stockholm,1930,3,69,4332,3200000,2990000,2006
Stockholm,1777,3,69,3831,2950000,2790000,1952
Stockholm,1813,3,70,3613,2850000,2790000,1951
Stockholm,486,1,28,819,2760000,2395000,1937
Stockholm,1175,4,100,5100,3125000,2695000,1937
Stockholm,850,3,61,3464,4245000,3495000,1937
Stockholm,848,2,32,2060,2775000,2195000,1939
Stockholm,1766,2,55,3871,2760000,1995000,1958
Stockholm,2047,1,46,2834,1740000,1595000,1953
Stockholm,807,2,48,2683,4100000,3900000,1953
Stockholm,1233,1,35,2441,2450000,1695000,1945
Solna,1089,4,111,4392,4140000,3795000,1967
Stockholm,1056,2,56,4055,3200000,3200000,1945
Nacka,2245,4,93,5770,2230000,1995000,1968
Stockholm,1160,3,87,4502,4850000,4995000,2010
Stockholm,1953,3,78.5,3404,5125000,4495000,1989
Stockholm,536,1,42.5,2347,3370000,3250000,1989
Stockholm,1375,2,60,3262,2670000,2250000,1947
Stockholm,1007,3,72,3945,4450000,3695000,1993
Solna,1749,5,108,5696,5350000,5350000,2018
Solna,1424,3,69,4370,4300000,3995000,2018
Stockholm,1492,3,65,4387,4480000,3495000,1949
Sundbyberg,1557,4,85,4725,3775000,3495000,2017
Stockholm,1320,2.5,58,3650,4125000,3795000,1946
Solna,1020,2,42,2415,2700000,2295000,2014
Stockholm,781,1.5,27,1503,3150000,2495000,1937
Stockholm,866,2,52,3761,2490000,2395000,1945
Stockholm,641,4,93,3216,8400000,7250000,1951
Stockholm,1158,2,54.5,2792,4475000,4475000,2017
Stockholm,821,2,60,1992,4300000,3995000,1962
Stockholm,1620,2,44,2001,2300000,1895000,1950
Stockholm,1565,2,46,2641,2325000,1995000,1946
Stockholm,2173,1,27,1785,2025000,1995000,1950
Stockholm,684,2,42,1786,3850000,3495000,1931
Stockholm,812,2,44,2142,4770000,4750000,1894
Stockholm,1178,2,50,2845,3125000,2950000,1929
Stockholm,1223,1,40,2172,2850000,2195000,1921
Solna,1139,2,59.5,1828,3260000,2495000,1964
Solna,1743,2,45,3000,2550000,2475000,2017
Stockholm,1478,2,40.7,3039,2455000,2295000,2003
Stockholm,1194,1.5,44,2473,2585000,2350000,1927
